cik,company,form,date,filing_index_url
2013876,Doberman LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013876/000201387624000001/primary_doc.xml
2013889,Galaxy Plus Fund LLC - Horizon3 Feeder Fund (577),D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013889/000201388924000001/primary_doc.xml
2013890,Galaxy Plus Fund - Horizon3 Master Fund (577) LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013890/000201389024000001/primary_doc.xml
2013894,Galaxy Plus Fund LLC - Welton GDP Feeder Fund (538),D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013894/000201389424000001/primary_doc.xml
2013897,Galaxy Plus Fund - Welton GDP Master Fund (538) LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013897/000201389724000001/primary_doc.xml
2013899,"Superior Organics Operations, LLC",D/A,2024-03-05,https://www.sec.gov/Archives/edgar/data/2013899/000201389924000002/primary_doc.xml
2013899,"Superior Organics Operations, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2013899/000137647424000121/primary_doc.xml
2013901,"HPH FINANCIAL GROUP, LLC",D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013901/000201390124000001/primary_doc.xml
2013906,WAGMI 72 - WAGMI Master LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2013906/000201390624000001/primary_doc.xml
2013907,WAGMI 77 - WAGMI Master LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2013907/000201390724000001/primary_doc.xml
2013908,WAGMI 76 - WAGMI Master LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2013908/000201390824000001/primary_doc.xml
2013909,AI Linker Finance a series of Angeles Investors Master LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013909/000201390924000001/primary_doc.xml
2013910,Smart Fund V a series of Smart Investment Master Fund I LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013910/000201391024000001/primary_doc.xml
2013921,APMD Lennox REIT LLC,D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2013921/000091142024000055/primary_doc.xml
2013928,Genesis Tech Fund II LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013928/000201392824000001/primary_doc.xml
2013932,APOLLO TECH FUND LLC,D/A,2024-03-25,https://www.sec.gov/Archives/edgar/data/2013932/000201393224000001/primary_doc.xml
2013932,APOLLO TECH FUND LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013932/000201343424000003/primary_doc.xml
2013942,"DB SAF DI FC, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013942/000101297524000125/primary_doc.xml
2013951,MVP LS FUND CDLXXIX LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013951/000201395124000001/primary_doc.xml
2013952,MVP LS FUND CDLXXX LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013952/000201395224000001/primary_doc.xml
2013959,Ashgrove MHC LLC,D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2013959/000201395924000001/primary_doc.xml
2013964,"DB SAF DI DC, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013964/000101297524000125/primary_doc.xml
2013974,"Capsule 12, a series of MBX Capital Opportunities I, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2013974/000201397424000001/primary_doc.xml
2013975,Harvest Invest - 073 LLC A Series of Harvest Invest LLC,D,2024-03-21,https://www.sec.gov/Archives/edgar/data/2013975/000201397524000001/primary_doc.xml
2013976,Harvest Invest-071 LLC A Series of Harvest Invest LLC,D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2013976/000201397624000001/primary_doc.xml
2013977,"ID Funds 3 - Lambda Labs 2, a series of ID Funds 3 LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2013977/000201397724000001/primary_doc.xml
2013979,Tech Nation Investor Group LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2013979/000110465924031563/primary_doc.xml
2013981,"Neotribe SPV II AN, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2013981/000201398124000001/primary_doc.xml
2013985,"Skyview At Fort Worth Fund, LLC",D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2013985/000201398524000001/primary_doc.xml
2013986,FINISH ROBOTICS A SERIES OF MASTER FUND I LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2013986/000201398624000001/primary_doc.xml
2013992,Plum Flower Software LLC,D/A,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013992/000201399224000002/primary_doc.xml
2013992,Plum Flower Software LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2013992/000201399224000001/primary_doc.xml
2014002,Kelsi's Kitchen LLC,D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014002/000201400224000001/primary_doc.xml
2014014,"WF Velocity Fund VII, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014014/000201401424000001/primary_doc.xml
2014016,636 Productions LLC,D,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014016/000170940924000006/primary_doc.xml
2014018,Morada Crystal LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2014018/000201401824000001/primary_doc.xml
2014020,"Hen Hatch Investors, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014020/000201402024000001/primary_doc.xml
2014026,2614 Rucker LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2014026/000201402624000001/primary_doc.xml
2014029,"SPACE BAR LEAGUE, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014029/000201402924000002/primary_doc.xml
2014050,"Freedom VCM Holdings, LLC",D,2024-03-25,https://www.sec.gov/Archives/edgar/data/2014050/000201405024000001/primary_doc.xml
2014054,"Griffis Premium Apartment Fund VI (TIER), LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014054/000201405424000001/primary_doc.xml
2014055,"MIMG CCXXXIV Pheasant Run, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014055/000201405524000001/primary_doc.xml
2014063,Incommercial Victorville LLC,D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014063/000201406324000001/primary_doc.xml
2014068,"Lynx Holder, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014068/000201406824000001/primary_doc.xml
2014071,"TH Lynx, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014071/000201406824000002/primary_doc.xml
2014072,NYC EV MOBILITY LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014072/000201407224000002/primary_doc.xml
2014075,MVP LS FUND CDLXXXIII LLC,D,2024-03-29,https://www.sec.gov/Archives/edgar/data/2014075/000201407524000001/primary_doc.xml
2014080,Gaingels Mighty Buildings 2024 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014080/000201408024000001/primary_doc.xml
2014089,MVP LS FUND CDLXXXI LLC,D,2024-03-15,https://www.sec.gov/Archives/edgar/data/2014089/000201408924000001/primary_doc.xml
2014095,MVP LS FUND CDLXXXIV LLC,D,2024-03-28,https://www.sec.gov/Archives/edgar/data/2014095/000201409524000001/primary_doc.xml
2014104,OKEANOS VENTURE PARTNERS II LLC-SERIES 117,D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014104/000201410424000001/primary_doc.xml
2014110,"A8 River Fund E, LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014110/000201411024000001/primary_doc.xml
2014112,PR Dev LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2014112/000201411224000001/primary_doc.xml
2014115,Starship Ventures SPV X - Starship Ventures Opportunities LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014115/000201411524000001/primary_doc.xml
2014136,BE RECESSIONARY INCOME FUND LLC,D,2024-03-01,https://www.sec.gov/Archives/edgar/data/2014136/000201413624000001/primary_doc.xml
2014139,Clean Cars Equity Fund III LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014139/000201413924000001/primary_doc.xml
2014142,"FLC 608 E Chalmers II Investor, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014142/000201414224000001/primary_doc.xml
2014146,"PNC LIHTC Fund 91, LLC",D,2024-03-19,https://www.sec.gov/Archives/edgar/data/2014146/000201414624000001/primary_doc.xml
2014147,Streamline CityGate LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014147/000201414724000001/primary_doc.xml
2014148,Hew-Tex/Rocking Chair SWD LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014148/000201414824000001/primary_doc.xml
2014149,"Rock Hill Hatchery Investors, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014149/000201414924000001/primary_doc.xml
2014152,"Holland Ridge Capital, LLC",D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014152/000201415224000001/primary_doc.xml
2014174,Riaz Capital IV Operators LLC,D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014174/000201417424000001/primary_doc.xml
2014177,"Kite Partners Fund 3, LLC",D,2024-03-27,https://www.sec.gov/Archives/edgar/data/2014177/000201417724000001/primary_doc.xml
2014180,"Glen Development Partners, LLC",D,2024-03-19,https://www.sec.gov/Archives/edgar/data/2014180/000201418024000001/primary_doc.xml
2014181,"Anyplace-4, a series of Jason's Syndicate, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014181/000201418124000001/primary_doc.xml
2014182,"testRigor, a series of Jason's Syndicate, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014182/000201418124000002/primary_doc.xml
2014192,"AV Allen Street Ventures Fund 2, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014192/000201427624000002/primary_doc.xml
2014193,"GPS Azim, LLC",D/A,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014193/000201419324000002/primary_doc.xml
2014193,"GPS Azim, LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014193/000201419324000001/primary_doc.xml
2014197,"11 Oaks Holdings, LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014197/000201419724000002/primary_doc.xml
2014198,"AV Deep Tech Fund 5, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014198/000201419824000001/primary_doc.xml
2014201,"ExchangeRight Tax-Efficient Growth & Income Fund, LLC",D,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014201/000201420124000001/primary_doc.xml
2014202,ExchangeRight Net-Leased All-Cash 3 DST,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014202/000201420224000001/primary_doc.xml
2014205,POP Rocks Properties LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014205/000201420524000001/primary_doc.xml
2014205,POP Rocks Properties LLC,D,2024-03-04,https://www.sec.gov/Archives/edgar/data/2014205/000201420524000002/primary_doc.xml
2014212,"AV Provo Ventures Fund 2, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014212/000201421224000001/primary_doc.xml
2014216,"AV Seed Fund 8, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014216/000201421624000001/primary_doc.xml
2014220,Formic Labs LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2014220/000201422024000001/primary_doc.xml
2014232,"Altivest Capital Fund I, LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014232/000201423224000002/primary_doc.xml
2014233,MFI Spring Pointe LLC,D,2024-03-22,https://www.sec.gov/Archives/edgar/data/2014233/000201423324000001/primary_doc.xml
2014234,Guide10 Rope Inspection LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014234/000201423424000001/primary_doc.xml
2014248,Trinity Atmos QP Investors LLC,D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014248/000201333524000002/primary_doc.xml
2014251,"CORNER LEO, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014251/000201425124000001/primary_doc.xml
2014255,Minden RV & Boat Storage LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014255/000201425524000001/primary_doc.xml
2014261,"Argyle Policies, LLC",D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014261/000201426124000001/primary_doc.xml
2014262,"CORNER SFL, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014262/000201426224000001/primary_doc.xml
2014266,Promus FinServ Portfolio LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014266/000104216724000024/primary_doc.xml
2014269,"4D Americasa Holdings, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014269/000201426924000001/primary_doc.xml
2014274,"GP-CM County Line Investors, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014274/000117885824000003/primary_doc.xml
2014276,"AV Deep Tech Fund 5Q, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014276/000201427624000001/primary_doc.xml
2014278,Pinnacle Equity Partners Fund LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014278/000201427824000001/primary_doc.xml
2014281,"CORNER CYS I, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014281/000201428124000001/primary_doc.xml
2014283,"CORNER MBL I, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014283/000201428324000001/primary_doc.xml
2014285,CityLife Equity Fund LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014285/000201428524000001/primary_doc.xml
2014295,"BIP Fulcrum Fund V, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014295/000201440224000002/primary_doc.xml
2014296,"BIP Fulcrum Fund V-QP, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014296/000201429624000001/primary_doc.xml
2014300,Goat Growth Fund V LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014300/000201430024000001/primary_doc.xml
2014316,"VIF Nexus 2023, LLC",D,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014316/000201431624000001/primary_doc.xml
2014324,47 North Development LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014324/000201432424000001/primary_doc.xml
2014336,"VHS Investment Group, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014336/000201433624000001/primary_doc.xml
2014340,"Altitude On3 SPV-3, LLC",D,2024-03-20,https://www.sec.gov/Archives/edgar/data/2014340/000201434024000001/primary_doc.xml
2014343,"MSPV 2024A, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014343/000201434324000001/primary_doc.xml
2014353,701 Lovvorn Road LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014353/000201435324000001/primary_doc.xml
2014384,"Alt Assets, LLC (Series 1)",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014384/000109690624000348/primary_doc.xml
2014392,Fanwagn LLC,D,2024-03-05,https://www.sec.gov/Archives/edgar/data/2014392/000201439224000001/primary_doc.xml
2014395,"IX Capital Optimad Holdings, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014395/000201439524000001/primary_doc.xml
2014402,"BIP Tioga Partners IV, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014402/000201440224000001/primary_doc.xml
2014407,FIVE MUSICAL LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014407/000201440724000001/primary_doc.xml
2014414,BlackAngelGroup - Q1 24 I Jan 2024 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014414/000201441424000001/primary_doc.xml
2014423,"MIRAMAR - 3489 LANSDOWNE DRIVE 6, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014423/000168316824001348/primary_doc.xml
2014426,"MCID Parcel 11 Holdings, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014426/000201442624000002/primary_doc.xml
2014431,"DB Aviator Manager Selling, LLC",D,2024-03-22,https://www.sec.gov/Archives/edgar/data/2014431/000201648324000001/primary_doc.xml
2014436,TR3 Capital Fund II LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014436/000201443624000001/primary_doc.xml
2014461,"Lions Gate Medical Office Holdings III, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014461/000201446124000001/primary_doc.xml
2014463,Avoli LLC,D,2024-03-27,https://www.sec.gov/Archives/edgar/data/2014463/000201446324000001/primary_doc.xml
2014475,"Target Global Selected Opportunities, LLC - Series Vanadium",D,2024-03-15,https://www.sec.gov/Archives/edgar/data/2014475/000201500424000002/primary_doc.xml
2014478,"Stratton Park Venture, LLC",D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014478/000201447824000001/primary_doc.xml
2014489,"NCD Fund II, LLC",D,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014489/000201044424000004/primary_doc.xml
2014494,"EO Investors SPV I, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014494/000201449424000001/primary_doc.xml
2014496,X Series FA a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014496/000201449624000001/primary_doc.xml
2014497,Plant Prefab a Series of Anchor Capital GP II LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014497/000201449724000001/primary_doc.xml
2014498,Scotch Inc Jan 2023 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014498/000201449824000001/primary_doc.xml
2014499,Figure ai Feb 2024 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014499/000201449924000001/primary_doc.xml
2014500,Han Bridge Capital - Paraform a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014500/000201450024000001/primary_doc.xml
2014501,Peaceful Fruits Dec 2023 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014501/000201450124000001/primary_doc.xml
2014503,"WHC Red Hills Apartments, LLC",D,2024-03-15,https://www.sec.gov/Archives/edgar/data/2014503/000201450324000001/primary_doc.xml
2014519,"Castleview RV Park, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014519/000201451924000001/primary_doc.xml
2014529,"NVR NM Cultivation II, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014529/000201452924000001/primary_doc.xml
2014530,"CF VP Investments, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014530/000201453024000002/primary_doc.xml
2014543,"Second Venture, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014543/000201454324000001/primary_doc.xml
2014572,Blue Bird Investments LLC,D,2024-03-06,https://www.sec.gov/Archives/edgar/data/2014572/000201457224000001/primary_doc.xml
2014577,"STR The Right Way 1, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014577/000201457724000001/primary_doc.xml
2014595,"Quality Environmental Holdings, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014595/000201459524000001/primary_doc.xml
2014597,Elevate Jan 2024 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014597/000201459724000001/primary_doc.xml
2014598,Tripitaca Dec 2023 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014598/000201459824000001/primary_doc.xml
2014599,Seedfunders Therapy iQ Fund III a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014599/000201459924000001/primary_doc.xml
2014600,Vartega 17F2 a Series of Denver Angels LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014600/000201460024000001/primary_doc.xml
2014601,VAIRE Computing Feb 2024 a Series of CGF2021 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014601/000201460124000001/primary_doc.xml
2014657,YS CLO LLC,D,2024-03-29,https://www.sec.gov/Archives/edgar/data/2014657/000201465724000001/primary_doc.xml
2014665,"Equitybee 22-15824, a Series of Equitybee cFund Master LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014665/000201466524000001/primary_doc.xml
2014667,"Equitybee 22-22691, a Series of Equitybee cFund Master LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014667/000201466524000002/primary_doc.xml
2014670,BCOF FG LLC,D,2024-03-28,https://www.sec.gov/Archives/edgar/data/2014670/000201467024000001/primary_doc.xml
2014675,"Equitybee 22-61106, a Series of Equitybee cFund Master LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014675/000201466524000003/primary_doc.xml
2014679,Inca Capital Group LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014679/000201467924000001/primary_doc.xml
2014687,"SCA-Palomar Holdings, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014687/000201468724000001/primary_doc.xml
2014700,COLTER LEWIS REAL ESTATE PARTNERS 2024 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014700/000140508624000080/primary_doc.xml
2014703,Fan of the Plant LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014703/000201470324000001/primary_doc.xml
2014714,"Meduloc, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014714/000201471424000001/primary_doc.xml
2014717,"Rep Labs, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014717/000201471724000001/primary_doc.xml
2014722,"ViNIL, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014722/000201472224000001/primary_doc.xml
2014727,Edison Project LLC,D,2024-03-26,https://www.sec.gov/Archives/edgar/data/2014727/000104216724000025/primary_doc.xml
2014727,Edison Project LLC,D,2024-03-26,https://www.sec.gov/Archives/edgar/data/2014727/000104216724000026/primary_doc.xml
2014728,Eli CoInvest LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2014728/000201472824000002/primary_doc.xml
2014729,"Equitybee 22-51552, a Series of Equitybee cFund Master LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014729/000201466524000004/primary_doc.xml
2014730,LGX-NL LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014730/000201473024000001/primary_doc.xml
2014731,"North Edison, LLC",D,2024-03-26,https://www.sec.gov/Archives/edgar/data/2014731/000104216724000026/primary_doc.xml
2014731,"North Edison, LLC",D,2024-03-26,https://www.sec.gov/Archives/edgar/data/2014731/000104216724000027/primary_doc.xml
2014735,Sunset Capital Investments Fund LLC,D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014735/000201473524000001/primary_doc.xml
2014740,Bravehart Hospitality Group LLC,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014740/000201474024000001/primary_doc.xml
2014741,EGAS REFINERY & MARKEING LLC,D,2024-03-27,https://www.sec.gov/Archives/edgar/data/2014741/000201474124000002/primary_doc.xml
2014742,"Access Real Estate Fund I, LLC",D,2024-03-22,https://www.sec.gov/Archives/edgar/data/2014742/000201474224000001/primary_doc.xml
2014744,BSC SHEA PARK LLC,D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2014744/000201474424000001/primary_doc.xml
2014747,M33 Growth III Employee Co-Investment LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014747/000201474724000001/primary_doc.xml
2014750,Clout Fund LLC,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014750/000201475024000002/primary_doc.xml
2014751,Budr Holding Co II LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014751/000201475124000001/primary_doc.xml
2014753,Woodford Horizontal Project 71 LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014753/000201475324000001/primary_doc.xml
2014764,"SLV Rural Fund, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014764/000201476424000001/primary_doc.xml
2014768,"INPATIENT PSYCH SOLUTIONS HOLDINGS, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014768/000201476824000001/primary_doc.xml
2014777,"FS Strickland & Saunders, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014777/000168316824001438/primary_doc.xml
2014787,"KBH Investors, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014787/000201478724000001/primary_doc.xml
2014793,VBA SOLCAP 2024-PA LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014793/000109991024000116/primary_doc.xml
2014795,Pleak 54 Holdings LLC,D,2024-03-22,https://www.sec.gov/Archives/edgar/data/2014795/000201479524000001/primary_doc.xml
2014807,"Blue Flag Distillery, LLC",D,2024-03-13,https://www.sec.gov/Archives/edgar/data/2014807/000201480724000001/primary_doc.xml
2014809,Budr MSA 2 Co LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014809/000201480924000001/primary_doc.xml
2014818,"RCP Roaring Fork Land, LLC",D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014818/000201481824000001/primary_doc.xml
2014832,"DEBT FREE DOCTOR STR FUND 2, LLC",D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014832/000201457724000002/primary_doc.xml
2014835,GO JUMPSTART LLC,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014835/000201483524000001/primary_doc.xml
2014843,GRI Buyer LLC,D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014843/000201484324000002/primary_doc.xml
2014845,HF SS Hotels LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014845/000201484524000001/primary_doc.xml
2014847,Stamford Senior Housing Investco LLC,D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014847/000201484724000001/primary_doc.xml
2014851,Ashland SFE Holdings LLC,D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014851/000201485124000001/primary_doc.xml
2014852,"Lynchburg 102, LLC",D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014852/000201485224000001/primary_doc.xml
2014867,Backyard Care Co LLC,D,2024-03-07,https://www.sec.gov/Archives/edgar/data/2014867/000094787124000272/primary_doc.xml
2014872,"Forest Ave Rowhomes, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014872/000201487224000001/primary_doc.xml
2014880,"Edge Partners, LLC, Series B Anthropic",D,2024-03-27,https://www.sec.gov/Archives/edgar/data/2014880/000201488024000001/primary_doc.xml
2014906,AR-UPTOWN LLC,D,2024-03-22,https://www.sec.gov/Archives/edgar/data/2014906/000201490624000001/primary_doc.xml
2014907,"White Dog Trading & Storage, LLC",D,2024-03-15,https://www.sec.gov/Archives/edgar/data/2014907/000201490724000001/primary_doc.xml
2014912,SOLCAP Generate 2024 LLC,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014912/000109991024000121/primary_doc.xml
2014934,Squire Hill Apartments LLC,D,2024-03-12,https://www.sec.gov/Archives/edgar/data/2014934/000201493424000001/primary_doc.xml
2014941,"2806 Manor Holdings, LLC",D,2024-03-14,https://www.sec.gov/Archives/edgar/data/2014941/000201494124000001/primary_doc.xml
2014960,Aegis Partners Fund LLC,D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014960/000201496024000001/primary_doc.xml
2014984,"NexMetro Direct Access Fund 2024, LLC",D,2024-03-08,https://www.sec.gov/Archives/edgar/data/2014984/000201498424000001/primary_doc.xml
2014985,"Countrywide Housing Fund 1, LLC",D,2024-03-19,https://www.sec.gov/Archives/edgar/data/2014985/000121465924004807/primary_doc.xml
2014986,"PEP II Alligood Industrial Park Co-Investor, L.L.C.",D,2024-03-26,https://www.sec.gov/Archives/edgar/data/2014986/000201498624000001/primary_doc.xml
2014993,FL Club Holdings LLC,D,2024-03-11,https://www.sec.gov/Archives/edgar/data/2014993/000201499324000001/primary_doc.xml
